date,open,high,low,close
2020-05-16 15:55:00+09:00,1021209,1023647,1020634,1022978
2020-05-16 16:00:00+09:00,1022974,1023667,1021872,1022432
2020-05-16 16:05:00+09:00,1022498,1027522,1022498,1025982
2020-05-16 16:10:00+09:00,1025967,1027097,1025051,1025229
2020-05-16 16:15:00+09:00,1025206,1025974,1022909,1023739
2020-05-16 16:20:00+09:00,1023642,1023857,1021128,1021571
2020-05-16 16:25:00+09:00,1021739,1022636,1019792,1020087
2020-05-16 16:30:00+09:00,1020116,1022112,1020064,1020837
2020-05-16 16:35:00+09:00,1020844,1021120,1018544,1018773
2020-05-16 16:40:00+09:00,1018770,1019419,1016000,1018889
2020-05-16 16:45:00+09:00,1018889,1020841,1018020,1019084
2020-05-16 16:50:00+09:00,1018872,1019045,1015159,1015808
2020-05-16 16:55:00+09:00,1015621,1016910,1013829,1015744
2020-05-16 17:00:00+09:00,1015881,1015988,1010605,1012043
2020-05-16 17:05:00+09:00,1012038,1013861,1008008,1012731
2020-05-16 17:10:00+09:00,1012710,1013783,1010210,1011546
2020-05-16 17:15:00+09:00,1011656,1011981,1008132,1010645
2020-05-16 17:20:00+09:00,1010558,1014303,1008743,1014049
2020-05-16 17:25:00+09:00,1014206,1018718,1013800,1014785
2020-05-16 17:30:00+09:00,1014896,1015272,1013231,1014729
2020-05-16 17:35:00+09:00,1015327,1018042,1014792,1015701
2020-05-16 17:40:00+09:00,1015622,1017103,1014092,1014729
2020-05-16 17:45:00+09:00,1014729,1014943,1012361,1013590
2020-05-16 17:50:00+09:00,1013594,1015945,1012819,1015701
2020-05-16 17:55:00+09:00,1015701,1017978,1015329,1016815
2020-05-16 18:00:00+09:00,1016945,1017923,1015450,1016663
2020-05-16 18:05:00+09:00,1016793,1018813,1016492,1018714
2020-05-16 18:10:00+09:00,1018714,1018902,1016296,1016516
2020-05-16 18:15:00+09:00,1016303,1016664,1015027,1015995
2020-05-16 18:20:00+09:00,1016108,1016253,1012703,1013811
2020-05-16 18:25:00+09:00,1013898,1013987,1010153,1010153
2020-05-16 18:30:00+09:00,1010199,1012361,1010011,1010191
2020-05-16 18:35:00+09:00,1010184,1012317,1006680,1011164
2020-05-16 18:40:00+09:00,1011080,1013807,1010856,1013164
2020-05-16 18:45:00+09:00,1013269,1014850,1012698,1013636
2020-05-16 18:50:00+09:00,1013771,1015794,1013376,1015062
2020-05-16 18:55:00+09:00,1015065,1015550,1013977,1014927
2020-05-16 19:00:00+09:00,1014924,1016882,1014161,1016000
2020-05-16 19:05:00+09:00,1016000,1017786,1011856,1012707
2020-05-16 19:10:00+09:00,1012707,1014107,1011946,1013567
2020-05-16 19:15:00+09:00,1013576,1014079,1010950,1013445
2020-05-16 19:20:00+09:00,1013445,1013586,1011403,1013157
2020-05-16 19:25:00+09:00,1013308,1015567,1013160,1014216
2020-05-16 19:30:00+09:00,1014759,1016557,1014499,1015959
2020-05-16 19:35:00+09:00,1016000,1016093,1012489,1014841
2020-05-16 19:40:00+09:00,1014927,1017473,1014421,1016320
2020-05-16 19:45:00+09:00,1016300,1017819,1015312,1016239
2020-05-16 19:50:00+09:00,1016481,1019573,1016405,1018444
2020-05-16 19:55:00+09:00,1018444,1020548,1018126,1020275
2020-05-16 20:00:00+09:00,1020396,1021570,1018580,1020386
2020-05-16 20:05:00+09:00,1020386,1021394,1019629,1020145
2020-05-16 20:10:00+09:00,1020073,1021486,1019007,1020411
2020-05-16 20:15:00+09:00,1020609,1021245,1018516,1019081
2020-05-16 20:20:00+09:00,1019050,1019405,1017300,1017752
2020-05-16 20:25:00+09:00,1017734,1018489,1017288,1018336
2020-05-16 20:30:00+09:00,1018336,1019912,1017462,1019818
2020-05-16 20:35:00+09:00,1019750,1020000,1016584,1016774
2020-05-16 20:40:00+09:00,1016780,1017257,1014908,1015831
2020-05-16 20:45:00+09:00,1015852,1017264,1015753,1016745
2020-05-16 20:50:00+09:00,1016745,1017360,1013325,1013325
2020-05-16 20:55:00+09:00,1013325,1015207,1012415,1014630
2020-05-16 21:00:00+09:00,1014630,1016494,1013763,1016086
2020-05-16 21:05:00+09:00,1016006,1018395,1014962,1015610
2020-05-16 21:10:00+09:00,1015401,1019403,1015067,1018455
2020-05-16 21:15:00+09:00,1018564,1021350,1018476,1021350
2020-05-16 21:20:00+09:00,1021343,1023001,1020778,1021454
2020-05-16 21:25:00+09:00,1021452,1025201,1021325,1024667
2020-05-16 21:30:00+09:00,1024834,1026847,1023308,1024774
2020-05-16 21:35:00+09:00,1025409,1026219,1023225,1024953
2020-05-16 21:40:00+09:00,1024953,1024974,1021452,1021907
2020-05-16 21:45:00+09:00,1021907,1022444,1020005,1022056
2020-05-16 21:50:00+09:00,1022056,1022056,1020000,1020187
2020-05-16 21:55:00+09:00,1020187,1023525,1020119,1023051
2020-05-16 22:00:00+09:00,1022987,1023652,1022000,1022582
2020-05-16 22:05:00+09:00,1022583,1028000,1022572,1026878
2020-05-16 22:10:00+09:00,1026878,1029000,1025502,1027041
2020-05-16 22:15:00+09:00,1027041,1027244,1025157,1025500
2020-05-16 22:20:00+09:00,1025516,1026360,1024355,1025449
2020-05-16 22:25:00+09:00,1025389,1025482,1017953,1020565
2020-05-16 22:30:00+09:00,1020574,1021300,1018704,1020642
2020-05-16 22:35:00+09:00,1020642,1022000,1018229,1018865
2020-05-16 22:40:00+09:00,1018865,1020705,1018622,1019124
2020-05-16 22:45:00+09:00,1019157,1020997,1018528,1018653
2020-05-16 22:50:00+09:00,1018605,1019907,1017000,1019483
2020-05-16 22:55:00+09:00,1019494,1020700,1018226,1020579
2020-05-16 23:00:00+09:00,1020503,1020900,1019620,1019837
2020-05-16 23:05:00+09:00,1019837,1022693,1019837,1022064
2020-05-16 23:10:00+09:00,1022051,1023578,1021925,1022348
2020-05-16 23:15:00+09:00,1022412,1024586,1022236,1023434
2020-05-16 23:20:00+09:00,1023382,1023458,1020224,1020568
2020-05-16 23:25:00+09:00,1020213,1020804,1018509,1018950
2020-05-16 23:30:00+09:00,1019038,1020530,1018070,1019443
2020-05-16 23:35:00+09:00,1019570,1020999,1019338,1020765
2020-05-16 23:40:00+09:00,1020765,1020808,1015628,1017305
2020-05-16 23:45:00+09:00,1017360,1017997,1013631,1017033
2020-05-16 23:50:00+09:00,1016963,1017019,1013177,1015163
2020-05-16 23:55:00+09:00,1015033,1016641,1014577,1015362
2020-05-17 00:00:00+09:00,1015373,1016890,1013901,1016719
2020-05-17 00:05:00+09:00,1016771,1018750,1016687,1017079
2020-05-17 00:10:00+09:00,1016768,1017490,1013891,1014178
2020-05-17 00:15:00+09:00,1014330,1016135,1013801,1015220
2020-05-17 00:20:00+09:00,1015263,1016936,1015000,1016340
2020-05-17 00:25:00+09:00,1016389,1018149,1015787,1017635
2020-05-17 00:30:00+09:00,1017711,1017983,1015319,1016322
2020-05-17 00:35:00+09:00,1016309,1016781,1010032,1013152
2020-05-17 00:40:00+09:00,1013400,1013745,1012092,1013240
2020-05-17 00:45:00+09:00,1012696,1013494,1011442,1012281
2020-05-17 00:50:00+09:00,1012300,1012475,1007266,1010450
2020-05-17 00:55:00+09:00,1010221,1011519,1008999,1009610
2020-05-17 01:00:00+09:00,1009674,1013476,1008369,1011844
2020-05-17 01:05:00+09:00,1011900,1013547,1009491,1012417
2020-05-17 01:10:00+09:00,1012417,1015607,1012369,1013126
2020-05-17 01:15:00+09:00,1013126,1015522,1012405,1014667
2020-05-17 01:20:00+09:00,1014667,1015124,1012671,1012846
2020-05-17 01:25:00+09:00,1012671,1013870,1012289,1013054
2020-05-17 01:30:00+09:00,1013030,1013250,1009751,1010813
2020-05-17 01:35:00+09:00,1010720,1010968,1003920,1007880
2020-05-17 01:40:00+09:00,1007880,1009544,1006013,1006794
2020-05-17 01:45:00+09:00,1006266,1008625,1004516,1007975
2020-05-17 01:50:00+09:00,1007974,1010492,1007361,1010051
2020-05-17 01:55:00+09:00,1010078,1010796,1008690,1009651
2020-05-17 02:00:00+09:00,1009594,1013976,1007512,1012030
2020-05-17 02:05:00+09:00,1012030,1013098,1010586,1011389
2020-05-17 02:10:00+09:00,1011297,1015000,1010069,1014149
2020-05-17 02:15:00+09:00,1014060,1014221,1012881,1013682
2020-05-17 02:20:00+09:00,1013865,1013865,1010750,1011185
2020-05-17 02:25:00+09:00,1011021,1011787,1010035,1011126
2020-05-17 02:30:00+09:00,1011150,1011459,1008348,1010000
2020-05-17 02:35:00+09:00,1010200,1013033,1009295,1012032
2020-05-17 02:40:00+09:00,1012049,1012389,1010825,1011778
2020-05-17 02:45:00+09:00,1011778,1012185,1010192,1010862
2020-05-17 02:50:00+09:00,1010765,1011343,1007163,1007503
2020-05-17 02:55:00+09:00,1007434,1008347,1000166,1005204
2020-05-17 03:00:00+09:00,1005191,1007279,1003907,1004994
2020-05-17 03:05:00+09:00,1004674,1006685,1001496,1004552
2020-05-17 03:10:00+09:00,1004713,1007770,1004050,1007113
2020-05-17 03:15:00+09:00,1006757,1006834,1005682,1005763
2020-05-17 03:20:00+09:00,1005835,1007481,1004172,1005286
2020-05-17 03:25:00+09:00,1005302,1007406,1005106,1006862
2020-05-17 03:30:00+09:00,1006862,1007398,1002101,1003717
2020-05-17 03:35:00+09:00,1003694,1004192,998384,1000244
2020-05-17 03:40:00+09:00,1000096,1003395,999804,1002602
2020-05-17 03:45:00+09:00,1002025,1003781,999514,1000357
2020-05-17 03:50:00+09:00,1000223,1001244,997739,998571
2020-05-17 03:55:00+09:00,998582,1003318,997527,1003121
2020-05-17 04:00:00+09:00,1003010,1003229,1000699,1001432
2020-05-17 04:15:00+09:00,1003200,1003346,1000855,1000910
2020-05-17 04:20:00+09:00,1000911,1004638,999961,1004483
2020-05-17 04:25:00+09:00,1004483,1005559,1003660,1004604
2020-05-17 04:30:00+09:00,1004605,1007000,1003932,1006089
2020-05-17 04:35:00+09:00,1006302,1007978,1005042,1005165
2020-05-17 04:40:00+09:00,1005022,1008866,1005001,1007662
2020-05-17 04:45:00+09:00,1007648,1009050,1007001,1008699
2020-05-17 04:50:00+09:00,1008787,1009143,1006628,1007666
2020-05-17 04:55:00+09:00,1007739,1008215,1006046,1006228
2020-05-17 05:00:00+09:00,1006321,1007669,1006001,1006304
2020-05-17 05:05:00+09:00,1006202,1006495,1004420,1006040
2020-05-17 05:10:00+09:00,1006004,1006140,1004067,1004660
2020-05-17 05:15:00+09:00,1004699,1005581,1003014,1003632
2020-05-17 05:20:00+09:00,1003588,1003752,1001508,1003373
2020-05-17 05:25:00+09:00,1003388,1006823,1002804,1006753
2020-05-17 05:30:00+09:00,1006749,1008745,1005909,1008350
2020-05-17 05:35:00+09:00,1008350,1013470,1006948,1012933
2020-05-17 05:40:00+09:00,1012788,1014128,1010881,1011213
2020-05-17 05:45:00+09:00,1011213,1012838,1009522,1012640
2020-05-17 05:50:00+09:00,1012640,1012716,1011235,1011384
2020-05-17 05:55:00+09:00,1011411,1012975,1010956,1011265
2020-05-17 06:00:00+09:00,1011358,1013347,1011231,1012165
2020-05-17 06:05:00+09:00,1012293,1014868,1011965,1013624
2020-05-17 06:10:00+09:00,1013550,1017420,1011552,1012290
2020-05-17 06:15:00+09:00,1012126,1012286,1010763,1011590
2020-05-17 06:20:00+09:00,1011778,1012407,1009693,1010824
2020-05-17 06:25:00+09:00,1010824,1013522,1010492,1013388
2020-05-17 06:30:00+09:00,1013637,1013802,1009377,1010485
2020-05-17 06:35:00+09:00,1010485,1010597,1009040,1010097
2020-05-17 06:40:00+09:00,1010109,1011263,1010073,1011199
2020-05-17 06:45:00+09:00,1011167,1012009,1009680,1010304
2020-05-17 06:50:00+09:00,1010304,1012451,1009737,1012259
2020-05-17 06:55:00+09:00,1012259,1012928,1010928,1011795
2020-05-17 07:00:00+09:00,1011800,1013031,1011568,1011634
2020-05-17 07:05:00+09:00,1011634,1011661,1009258,1009665
2020-05-17 07:10:00+09:00,1009512,1011154,1009491,1010826
2020-05-17 07:15:00+09:00,1010895,1012117,1009943,1011724
2020-05-17 07:20:00+09:00,1011849,1012957,1011594,1011703
2020-05-17 07:25:00+09:00,1011830,1013387,1010923,1012471
2020-05-17 07:30:00+09:00,1012462,1013599,1011527,1012686
2020-05-17 07:35:00+09:00,1012680,1013854,1010660,1013495
2020-05-17 07:40:00+09:00,1013496,1015736,1013128,1015454
2020-05-17 07:45:00+09:00,1015454,1016263,1013706,1014462
2020-05-17 07:50:00+09:00,1014317,1014769,1013463,1014268
2020-05-17 07:55:00+09:00,1014277,1017939,1014151,1016593
2020-05-17 08:00:00+09:00,1016594,1019000,1015200,1016588
2020-05-17 08:05:00+09:00,1016553,1017971,1014106,1015937
2020-05-17 08:10:00+09:00,1015863,1016626,1015316,1016197
2020-05-17 08:15:00+09:00,1016257,1016627,1014100,1014211
2020-05-17 08:20:00+09:00,1014278,1015668,1014112,1015259
2020-05-17 08:25:00+09:00,1015290,1017439,1015243,1016511
2020-05-17 08:30:00+09:00,1016511,1016982,1015141,1015226
2020-05-17 08:35:00+09:00,1015227,1015273,1013562,1014235
2020-05-17 08:40:00+09:00,1014235,1014934,1013275,1013578
2020-05-17 08:45:00+09:00,1013578,1014525,1010992,1012048
2020-05-17 08:50:00+09:00,1012051,1012729,1009681,1011596
2020-05-17 08:55:00+09:00,1011400,1012289,1011000,1011124
2020-05-17 09:00:00+09:00,1011130,1012580,1010839,1010901
2020-05-17 09:05:00+09:00,1010901,1010967,1004500,1008173
2020-05-17 09:10:00+09:00,1008072,1008995,1005067,1008215
2020-05-17 09:15:00+09:00,1008422,1009996,1008407,1009526
2020-05-17 09:20:00+09:00,1009559,1011294,1008463,1010956
2020-05-17 09:25:00+09:00,1010956,1012773,1009752,1012304
2020-05-17 09:30:00+09:00,1012278,1016596,1012114,1015958
2020-05-17 09:35:00+09:00,1015888,1028929,1015464,1022794
2020-05-17 09:40:00+09:00,1022630,1023722,1021311,1021802
2020-05-17 09:45:00+09:00,1021783,1024451,1021440,1023001
2020-05-17 09:50:00+09:00,1022928,1025937,1021266,1025650
2020-05-17 09:55:00+09:00,1025498,1027499,1023555,1024657
2020-05-17 10:00:00+09:00,1024694,1024932,1022515,1023575
2020-05-17 10:05:00+09:00,1023575,1023633,1012163,1020414
2020-05-17 10:10:00+09:00,1020422,1022418,1020328,1021115
2020-05-17 10:15:00+09:00,1021185,1022432,1020212,1020487
2020-05-17 10:20:00+09:00,1020452,1023637,1020452,1022790
2020-05-17 10:25:00+09:00,1022833,1024874,1021797,1024874
2020-05-17 10:30:00+09:00,1024678,1026476,1023649,1024450
2020-05-17 10:35:00+09:00,1024450,1028097,1024129,1027057
2020-05-17 10:40:00+09:00,1026976,1027057,1024404,1025480
2020-05-17 10:45:00+09:00,1025497,1025591,1022884,1022921
2020-05-17 10:50:00+09:00,1022911,1025901,1022905,1025676
2020-05-17 10:55:00+09:00,1025676,1026000,1022220,1022714
2020-05-17 11:00:00+09:00,1022492,1024461,1021700,1022355
2020-05-17 11:05:00+09:00,1022355,1024704,1022108,1024050
2020-05-17 11:10:00+09:00,1024123,1025500,1023255,1025344
2020-05-17 11:15:00+09:00,1025344,1027650,1025222,1027000
2020-05-17 11:20:00+09:00,1026977,1032248,1026971,1031035
2020-05-17 11:25:00+09:00,1031035,1031572,1029000,1029079
2020-05-17 11:30:00+09:00,1029149,1030200,1027127,1028404
2020-05-17 11:35:00+09:00,1028545,1030516,1028374,1030111
2020-05-17 11:40:00+09:00,1030288,1031100,1028748,1028841
2020-05-17 11:45:00+09:00,1028846,1029430,1027400,1027891
2020-05-17 11:50:00+09:00,1027898,1029260,1026200,1029172
2020-05-17 11:55:00+09:00,1029188,1029550,1027578,1027671
2020-05-17 12:00:00+09:00,1027671,1028473,1027010,1027532
2020-05-17 12:05:00+09:00,1027268,1028370,1026200,1027049
2020-05-17 12:10:00+09:00,1027216,1027807,1025114,1027126
2020-05-17 12:15:00+09:00,1027126,1028300,1025960,1027042
2020-05-17 12:20:00+09:00,1026984,1028722,1025502,1028050
2020-05-17 12:25:00+09:00,1028050,1029151,1027925,1028412
2020-05-17 12:30:00+09:00,1028414,1029629,1027410,1029481
2020-05-17 12:35:00+09:00,1029513,1031202,1029231,1030296
2020-05-17 12:40:00+09:00,1030311,1031105,1028556,1029145
2020-05-17 12:45:00+09:00,1029182,1033275,1028858,1032707
2020-05-17 12:50:00+09:00,1032707,1033999,1030583,1031564
2020-05-17 12:55:00+09:00,1031564,1033323,1029724,1030334
2020-05-17 13:00:00+09:00,1030401,1031062,1029596,1030980
2020-05-17 13:05:00+09:00,1031021,1037222,1029358,1031125
2020-05-17 13:10:00+09:00,1030861,1031240,1028093,1029186
2020-05-17 13:15:00+09:00,1029265,1029969,1028289,1028682
2020-05-17 13:20:00+09:00,1028682,1029678,1027500,1028491
2020-05-17 13:25:00+09:00,1028788,1030779,1028483,1030103
2020-05-17 13:30:00+09:00,1030100,1031990,1029885,1031337
2020-05-17 13:35:00+09:00,1031175,1031990,1028759,1029075
2020-05-17 13:40:00+09:00,1029247,1029763,1027688,1027885
2020-05-17 13:45:00+09:00,1027859,1029935,1027600,1027655
2020-05-17 13:50:00+09:00,1027685,1030668,1027377,1028460
2020-05-17 13:55:00+09:00,1028552,1028869,1026759,1026759
2020-05-17 14:00:00+09:00,1026821,1028191,1026821,1027138
2020-05-17 14:05:00+09:00,1027138,1029665,1026931,1028634
2020-05-17 14:10:00+09:00,1028479,1029752,1028031,1029134
2020-05-17 14:15:00+09:00,1029138,1029956,1028689,1029064
2020-05-17 14:20:00+09:00,1029079,1029710,1028215,1029152
2020-05-17 14:25:00+09:00,1029277,1029694,1028223,1028253
2020-05-17 14:30:00+09:00,1028253,1028631,1027058,1027505
2020-05-17 14:35:00+09:00,1027439,1028539,1026784,1026786
2020-05-17 14:40:00+09:00,1026750,1027349,1025500,1025746
2020-05-17 14:45:00+09:00,1026077,1027455,1025922,1026180
2020-05-17 14:50:00+09:00,1026145,1026374,1023333,1025557
2020-05-17 14:55:00+09:00,1025525,1026290,1024947,1026193
2020-05-17 15:00:00+09:00,1026381,1027220,1026008,1026500
2020-05-17 15:05:00+09:00,1026464,1027982,1026364,1027982
2020-05-17 15:10:00+09:00,1027984,1028379,1027166,1027430
2020-05-17 15:15:00+09:00,1027418,1028952,1027100,1028480
2020-05-17 15:20:00+09:00,1028293,1029684,1027516,1029411
2020-05-17 15:25:00+09:00,1029399,1030640,1029100,1029777
2020-05-17 15:30:00+09:00,1029777,1029999,1028770,1029034
2020-05-17 15:35:00+09:00,1029156,1031328,1029060,1029824
2020-05-17 15:40:00+09:00,1030063,1031638,1029776,1031110
2020-05-17 15:45:00+09:00,1031015,1033158,1030986,1032349
2020-05-17 15:50:00+09:00,1032346,1033344,1031415,1031995
2020-05-17 15:55:00+09:00,1031984,1032500,1031052,1031393
2020-05-17 16:00:00+09:00,1031393,1032439,1030861,1032100
2020-05-17 16:05:00+09:00,1032243,1034400,1032100,1033246
2020-05-17 16:10:00+09:00,1033246,1033451,1030808,1032053
2020-05-17 16:15:00+09:00,1031955,1032436,1030549,1030759
2020-05-17 16:20:00+09:00,1030759,1031631,1030000,1031384
2020-05-17 16:25:00+09:00,1031407,1031775,1029101,1029354
2020-05-17 16:30:00+09:00,1029306,1029694,1028202,1028719
2020-05-17 16:35:00+09:00,1028689,1030269,1028671,1029661
2020-05-17 16:40:00+09:00,1029736,1031206,1029250,1029806
