date,open,high,low,close
2020-06-02 13:25:00+09:00,1092909,1093750,1092774,1093483
2020-06-02 13:26:00+09:00,1093483,1094599,1093396,1093946
2020-06-02 13:27:00+09:00,1093901,1094999,1093730,1094182
2020-06-02 13:28:00+09:00,1094146,1094567,1093776,1093993
2020-06-02 13:29:00+09:00,1093948,1094099,1093290,1093470
2020-06-02 13:30:00+09:00,1093501,1094042,1093438,1094042
2020-06-02 13:31:00+09:00,1094012,1094726,1093890,1094443
2020-06-02 13:32:00+09:00,1094369,1094672,1093939,1094129
2020-06-02 13:33:00+09:00,1094168,1094590,1093795,1094488
2020-06-02 13:34:00+09:00,1094455,1095416,1094249,1095214
2020-06-02 13:35:00+09:00,1095200,1095656,1095026,1095130
2020-06-02 13:36:00+09:00,1095124,1095286,1094402,1094634
2020-06-02 13:37:00+09:00,1094703,1094727,1093651,1093801
2020-06-02 13:38:00+09:00,1093822,1094185,1093516,1093776
2020-06-02 13:39:00+09:00,1093681,1095021,1093658,1093736
2020-06-02 13:40:00+09:00,1093794,1093932,1093300,1093383
2020-06-02 13:41:00+09:00,1093406,1093832,1093265,1093523
2020-06-02 13:42:00+09:00,1093537,1093849,1093140,1093220
2020-06-02 13:43:00+09:00,1093263,1093800,1093163,1093798
2020-06-02 13:44:00+09:00,1093713,1093954,1092866,1093098
2020-06-02 13:45:00+09:00,1093098,1094073,1093007,1093795
2020-06-02 13:46:00+09:00,1093920,1094350,1093716,1094251
2020-06-02 13:47:00+09:00,1094199,1094443,1093823,1093991
2020-06-02 13:48:00+09:00,1093998,1094182,1093812,1094074
2020-06-02 13:49:00+09:00,1094070,1094286,1093510,1093623
2020-06-02 13:50:00+09:00,1093675,1093703,1092652,1092849
2020-06-02 13:51:00+09:00,1092847,1093124,1092501,1092623
2020-06-02 13:52:00+09:00,1092623,1093534,1092599,1093276
2020-06-02 13:53:00+09:00,1093266,1093310,1092713,1093012
2020-06-02 13:54:00+09:00,1093273,1093300,1092905,1093300
2020-06-02 13:55:00+09:00,1093300,1094071,1093096,1093681
2020-06-02 13:56:00+09:00,1093641,1093964,1093291,1093453
2020-06-02 13:57:00+09:00,1093498,1093652,1093281,1093634
2020-06-02 13:58:00+09:00,1093543,1093905,1093246,1093369
2020-06-02 13:59:00+09:00,1093360,1093697,1093276,1093381
2020-06-02 14:00:00+09:00,1093373,1093883,1093212,1093566
2020-06-02 14:01:00+09:00,1093618,1093708,1092893,1093308
2020-06-02 14:02:00+09:00,1093308,1093354,1092795,1093029
2020-06-02 14:03:00+09:00,1093029,1093213,1092424,1092650
2020-06-02 14:04:00+09:00,1092650,1092691,1091862,1092427
2020-06-02 14:05:00+09:00,1092745,1092991,1092290,1092921
2020-06-02 14:06:00+09:00,1092921,1093031,1091805,1091986
2020-06-02 14:07:00+09:00,1092004,1092525,1091792,1092161
2020-06-02 14:08:00+09:00,1092116,1092603,1091929,1092310
2020-06-02 14:09:00+09:00,1092254,1092559,1092045,1092559
2020-06-02 14:10:00+09:00,1092559,1092641,1092017,1092261
2020-06-02 14:11:00+09:00,1092279,1092621,1092070,1092432
2020-06-02 14:12:00+09:00,1092430,1092949,1092324,1092552
2020-06-02 14:13:00+09:00,1092587,1093455,1092546,1093455
2020-06-02 14:14:00+09:00,1093455,1094156,1093257,1093830
2020-06-02 14:15:00+09:00,1093903,1094247,1093806,1094039
2020-06-02 14:16:00+09:00,1094028,1094152,1092992,1093108
2020-06-02 14:17:00+09:00,1093108,1093841,1092992,1093389
2020-06-02 14:18:00+09:00,1093302,1093666,1093240,1093399
2020-06-02 14:19:00+09:00,1093414,1093521,1093179,1093233
2020-06-02 14:20:00+09:00,1093233,1093313,1092835,1092947
2020-06-02 14:21:00+09:00,1092970,1093456,1092841,1093155
2020-06-02 14:22:00+09:00,1093062,1093273,1092776,1093052
2020-06-02 14:23:00+09:00,1093050,1093416,1093018,1093365
2020-06-02 14:24:00+09:00,1093368,1093705,1093200,1093705
2020-06-02 14:25:00+09:00,1093705,1094358,1093560,1094153
2020-06-02 14:26:00+09:00,1094243,1094892,1094225,1094644
2020-06-02 14:27:00+09:00,1094599,1094900,1094247,1094730
2020-06-02 14:28:00+09:00,1094747,1094839,1094386,1094692
2020-06-02 14:29:00+09:00,1094692,1094979,1094161,1094213
2020-06-02 14:30:00+09:00,1094222,1094999,1094222,1094822
2020-06-02 14:31:00+09:00,1094841,1094904,1094498,1094721
2020-06-02 14:32:00+09:00,1094681,1096316,1094405,1095692
2020-06-02 14:33:00+09:00,1095728,1096037,1095459,1095709
2020-06-02 14:34:00+09:00,1095751,1096330,1095555,1096108
2020-06-02 14:35:00+09:00,1096221,1096702,1096058,1096341
2020-06-02 14:36:00+09:00,1096443,1096572,1095812,1095928
2020-06-02 14:37:00+09:00,1096023,1096110,1095474,1095734
2020-06-02 14:38:00+09:00,1095730,1096010,1095092,1095299
2020-06-02 14:39:00+09:00,1095300,1095423,1094150,1094495
2020-06-02 14:40:00+09:00,1094495,1095003,1094150,1094624
2020-06-02 14:41:00+09:00,1094677,1094897,1094583,1094753
2020-06-02 14:42:00+09:00,1094465,1095476,1094362,1095235
2020-06-02 14:43:00+09:00,1095250,1095445,1094785,1094959
2020-06-02 14:44:00+09:00,1094959,1095425,1094765,1094870
2020-06-02 14:45:00+09:00,1094894,1095969,1094850,1095781
2020-06-02 14:46:00+09:00,1095794,1097723,1095567,1096694
2020-06-02 14:47:00+09:00,1096743,1096996,1096107,1096495
2020-06-02 14:48:00+09:00,1096368,1096901,1093184,1093694
2020-06-02 14:49:00+09:00,1093660,1093872,1090120,1090844
2020-06-02 14:50:00+09:00,1090844,1092411,1090188,1092036
2020-06-02 14:51:00+09:00,1091518,1092644,1091000,1092644
2020-06-02 14:52:00+09:00,1092370,1092894,1092000,1092056
2020-06-02 14:53:00+09:00,1092051,1092466,1091890,1092093
2020-06-02 14:54:00+09:00,1092056,1092600,1091920,1091953
2020-06-02 14:55:00+09:00,1092004,1092330,1091208,1091544
2020-06-02 14:56:00+09:00,1091657,1091710,1090695,1091261
2020-06-02 14:57:00+09:00,1091261,1091828,1091103,1091361
2020-06-02 14:58:00+09:00,1091363,1092535,1090736,1092266
2020-06-02 14:59:00+09:00,1092274,1093034,1091635,1091795
2020-06-02 15:00:00+09:00,1091796,1092327,1091378,1092129
2020-06-02 15:01:00+09:00,1092117,1092763,1091785,1092242
2020-06-02 15:02:00+09:00,1092148,1092248,1091614,1091695
2020-06-02 15:03:00+09:00,1091695,1092020,1091595,1091624
2020-06-02 15:04:00+09:00,1091672,1092251,1091672,1092037
2020-06-02 15:05:00+09:00,1091625,1092115,1091318,1092031
2020-06-02 15:06:00+09:00,1092016,1092925,1091973,1092830
2020-06-02 15:07:00+09:00,1092854,1093152,1092551,1092827
2020-06-02 15:08:00+09:00,1092911,1093450,1092911,1093256
2020-06-02 15:09:00+09:00,1093116,1093866,1092947,1093588
2020-06-02 15:10:00+09:00,1093515,1093668,1093131,1093139
2020-06-02 15:11:00+09:00,1093201,1093620,1093083,1093500
2020-06-02 15:12:00+09:00,1093500,1093772,1093237,1093459
2020-06-02 15:13:00+09:00,1093543,1097646,1093517,1096500
2020-06-02 15:14:00+09:00,1097136,1097695,1095924,1096706
2020-06-02 15:15:00+09:00,1096708,1096996,1096023,1096239
2020-06-02 15:16:00+09:00,1096239,1096650,1095507,1095972
2020-06-02 15:17:00+09:00,1095972,1097815,1095875,1097320
2020-06-02 15:18:00+09:00,1097320,1097505,1096645,1097249
2020-06-02 15:19:00+09:00,1097106,1097166,1096374,1096586
2020-06-02 15:20:00+09:00,1096586,1097380,1096549,1096641
2020-06-02 15:21:00+09:00,1096808,1097380,1096518,1096578
2020-06-02 15:22:00+09:00,1096515,1096603,1095897,1096046
2020-06-02 15:23:00+09:00,1096302,1096558,1096000,1096327
2020-06-02 15:24:00+09:00,1096225,1096745,1096184,1096349
2020-06-02 15:25:00+09:00,1096244,1096644,1096023,1096300
2020-06-02 15:26:00+09:00,1096299,1096741,1096244,1096486
2020-06-02 15:27:00+09:00,1096404,1096677,1096100,1096232
2020-06-02 15:28:00+09:00,1096227,1096689,1095790,1096148
2020-06-02 15:29:00+09:00,1096148,1096513,1095784,1095809
2020-06-02 15:30:00+09:00,1095771,1095771,1095262,1095573
2020-06-02 15:31:00+09:00,1095573,1095695,1094922,1095137
2020-06-02 15:32:00+09:00,1095137,1095950,1094704,1095950
2020-06-02 15:33:00+09:00,1095950,1096062,1095473,1095765
2020-06-02 15:34:00+09:00,1095755,1095931,1094678,1095140
2020-06-02 15:35:00+09:00,1095134,1095140,1094349,1094652
2020-06-02 15:36:00+09:00,1094610,1095407,1094312,1095039
2020-06-02 15:37:00+09:00,1095110,1095277,1094753,1095104
2020-06-02 15:38:00+09:00,1095104,1095143,1094354,1094845
2020-06-02 15:39:00+09:00,1094839,1095055,1094439,1095052
2020-06-02 15:40:00+09:00,1094933,1095213,1093796,1094045
2020-06-02 15:41:00+09:00,1093942,1094423,1093890,1094002
2020-06-02 15:42:00+09:00,1094000,1094527,1093800,1094206
2020-06-02 15:43:00+09:00,1094210,1094636,1093808,1094444
2020-06-02 15:44:00+09:00,1094449,1094722,1094212,1094466
2020-06-02 15:45:00+09:00,1094447,1095080,1094219,1094496
2020-06-02 15:46:00+09:00,1094429,1094725,1094041,1094131
2020-06-02 15:47:00+09:00,1094133,1094323,1093892,1094081
2020-06-02 15:48:00+09:00,1094209,1094244,1093595,1093595
2020-06-02 15:49:00+09:00,1093681,1094567,1093531,1094373
2020-06-02 15:50:00+09:00,1094373,1094888,1094366,1094622
2020-06-02 15:51:00+09:00,1094611,1095396,1094525,1095307
2020-06-02 15:52:00+09:00,1095352,1096164,1095164,1095419
2020-06-02 15:53:00+09:00,1095407,1095667,1095268,1095468
2020-06-02 15:54:00+09:00,1095411,1095551,1094292,1094712
2020-06-02 15:55:00+09:00,1094764,1095371,1094700,1095245
2020-06-02 15:56:00+09:00,1095200,1095339,1094992,1095324
2020-06-02 15:57:00+09:00,1095324,1095382,1094652,1094859
2020-06-02 15:58:00+09:00,1094887,1095057,1094699,1094842
2020-06-02 15:59:00+09:00,1094842,1094970,1094690,1094804
2020-06-02 16:00:00+09:00,1094791,1095427,1094521,1095332
2020-06-02 16:01:00+09:00,1095409,1095409,1094516,1094698
2020-06-02 16:02:00+09:00,1094688,1095148,1094524,1094857
2020-06-02 16:03:00+09:00,1094869,1095387,1094736,1095248
2020-06-02 16:04:00+09:00,1095180,1095410,1095042,1095121
2020-06-02 16:05:00+09:00,1095180,1095202,1095000,1095000
2020-06-02 16:06:00+09:00,1095000,1095000,1094566,1094682
2020-06-02 16:07:00+09:00,1094673,1094854,1094538,1094789
2020-06-02 16:08:00+09:00,1094770,1094884,1094433,1094470
2020-06-02 16:09:00+09:00,1094433,1094961,1094409,1094911
2020-06-02 16:10:00+09:00,1094931,1096543,1094911,1096517
2020-06-02 16:11:00+09:00,1096517,1096802,1096007,1096051
2020-06-02 16:12:00+09:00,1096117,1096819,1095999,1096062
2020-06-02 16:13:00+09:00,1096062,1096152,1095789,1095801
2020-06-02 16:14:00+09:00,1095838,1095943,1095511,1095943
2020-06-02 16:15:00+09:00,1095943,1096193,1095855,1096150
2020-06-02 16:16:00+09:00,1095865,1095943,1095275,1095358
2020-06-02 16:17:00+09:00,1095378,1095427,1095000,1095073
2020-06-02 16:18:00+09:00,1095402,1096207,1095277,1095829
2020-06-02 16:19:00+09:00,1095810,1095974,1095556,1095838
2020-06-02 16:20:00+09:00,1095789,1095989,1095704,1095854
2020-06-02 16:21:00+09:00,1095853,1096443,1095789,1096071
2020-06-02 16:22:00+09:00,1096024,1096136,1095549,1095784
2020-06-02 16:23:00+09:00,1095822,1096278,1095680,1096005
2020-06-02 16:24:00+09:00,1096019,1096458,1095971,1095971
2020-06-02 16:25:00+09:00,1096045,1096988,1096000,1096805
2020-06-02 16:26:00+09:00,1096938,1096981,1096319,1096639
2020-06-02 16:27:00+09:00,1096728,1096804,1096100,1096100
2020-06-02 16:28:00+09:00,1096100,1096617,1096041,1096500
2020-06-02 16:29:00+09:00,1096474,1096500,1095848,1096500
2020-06-02 16:30:00+09:00,1096499,1096503,1096107,1096274
2020-06-02 16:31:00+09:00,1096313,1096481,1096064,1096329
2020-06-02 16:32:00+09:00,1096249,1096583,1095744,1096278
2020-06-02 16:33:00+09:00,1096287,1096497,1095911,1095911
2020-06-02 16:34:00+09:00,1095911,1096423,1095889,1096125
2020-06-02 16:35:00+09:00,1096142,1096397,1095843,1095943
2020-06-02 16:36:00+09:00,1096005,1096274,1095696,1096021
2020-06-02 16:37:00+09:00,1096021,1096438,1095986,1096310
2020-06-02 16:38:00+09:00,1096327,1096496,1096227,1096334
2020-06-02 16:39:00+09:00,1096395,1096488,1096060,1096060
2020-06-02 16:40:00+09:00,1096109,1096355,1096048,1096048
2020-06-02 16:41:00+09:00,1096160,1096615,1096056,1096571
2020-06-02 16:42:00+09:00,1096591,1096591,1095836,1096093
2020-06-02 16:43:00+09:00,1096091,1096091,1095065,1095245
2020-06-02 16:44:00+09:00,1095105,1095210,1093906,1094334
2020-06-02 16:45:00+09:00,1094303,1095059,1094200,1094950
2020-06-02 16:46:00+09:00,1095036,1095627,1094871,1095431
2020-06-02 16:47:00+09:00,1095358,1095707,1095358,1095407
2020-06-02 16:48:00+09:00,1095407,1095792,1095373,1095792
2020-06-02 16:49:00+09:00,1095784,1096415,1095745,1096415
2020-06-02 16:50:00+09:00,1096299,1096600,1095991,1096338
2020-06-02 16:51:00+09:00,1096338,1096756,1096242,1096618
2020-06-02 16:52:00+09:00,1096643,1097000,1096503,1096894
2020-06-02 16:53:00+09:00,1096894,1097473,1096876,1097281
2020-06-02 16:54:00+09:00,1097266,1097394,1096836,1097381
2020-06-02 16:55:00+09:00,1097381,1098410,1097381,1098173
2020-06-02 16:56:00+09:00,1098237,1098690,1098098,1098493
2020-06-02 16:57:00+09:00,1098493,1098759,1098011,1098011
2020-06-02 16:58:00+09:00,1098011,1098065,1097544,1097766
2020-06-02 16:59:00+09:00,1097766,1098171,1097746,1097989
2020-06-02 17:00:00+09:00,1097976,1098130,1097596,1097830
2020-06-02 17:01:00+09:00,1097811,1099113,1097440,1098123
2020-06-02 17:02:00+09:00,1097815,1098252,1097689,1097909
2020-06-02 17:03:00+09:00,1097908,1098290,1097825,1098066
2020-06-02 17:04:00+09:00,1098117,1098117,1097674,1097973
2020-06-02 17:05:00+09:00,1097914,1098790,1097539,1098667
2020-06-02 17:06:00+09:00,1098760,1099987,1098646,1099574
2020-06-02 17:07:00+09:00,1099574,1099664,1099035,1099440
2020-06-02 17:08:00+09:00,1099482,1099662,1099214,1099662
2020-06-02 17:09:00+09:00,1099809,1100000,1099605,1099802
2020-06-02 17:10:00+09:00,1099852,1100502,1099800,1100299
2020-06-02 17:11:00+09:00,1100442,1100762,1099850,1100114
2020-06-02 17:12:00+09:00,1100017,1100095,1098115,1098347
2020-06-02 17:13:00+09:00,1098351,1098613,1098196,1098466
2020-06-02 17:14:00+09:00,1098611,1098611,1097842,1098332
2020-06-02 17:15:00+09:00,1098332,1098454,1097703,1097762
2020-06-02 17:16:00+09:00,1097761,1098019,1096997,1097331
2020-06-02 17:17:00+09:00,1097224,1097533,1097000,1097000
2020-06-02 17:18:00+09:00,1097000,1097294,1096696,1096994
2020-06-02 17:19:00+09:00,1096979,1097521,1096968,1097148
2020-06-02 17:20:00+09:00,1097044,1097368,1096926,1097270
2020-06-02 17:21:00+09:00,1097270,1097739,1097103,1097685
2020-06-02 17:22:00+09:00,1097730,1098197,1097519,1098088
2020-06-02 17:23:00+09:00,1098097,1099090,1097866,1098449
2020-06-02 17:24:00+09:00,1098442,1098794,1098150,1098398
2020-06-02 17:25:00+09:00,1098517,1098672,1096938,1097047
2020-06-02 17:26:00+09:00,1097191,1097908,1096729,1097908
2020-06-02 17:27:00+09:00,1098115,1098166,1097165,1097293
2020-06-02 17:28:00+09:00,1097373,1097514,1097196,1097337
2020-06-02 17:29:00+09:00,1097285,1097323,1097047,1097285
2020-06-02 17:30:00+09:00,1097282,1098678,1097275,1097969
2020-06-02 17:31:00+09:00,1097316,1097572,1096788,1097123
2020-06-02 17:32:00+09:00,1097123,1097306,1096397,1096397
2020-06-02 17:33:00+09:00,1096405,1097123,1095585,1096503
2020-06-02 17:34:00+09:00,1096428,1096666,1096014,1096468
2020-06-02 17:35:00+09:00,1096468,1096849,1095785,1095787
2020-06-02 17:36:00+09:00,1095736,1095895,1095224,1095240
2020-06-02 17:37:00+09:00,1095313,1095881,1095173,1095776
2020-06-02 17:38:00+09:00,1095776,1095810,1095000,1095251
2020-06-02 17:39:00+09:00,1095210,1095604,1095000,1095325
2020-06-02 17:40:00+09:00,1095345,1095951,1095284,1095553
2020-06-02 17:41:00+09:00,1095442,1096124,1095282,1095516
2020-06-02 17:42:00+09:00,1095520,1095649,1094556,1095456
2020-06-02 17:43:00+09:00,1095281,1095481,1094768,1095411
2020-06-02 17:44:00+09:00,1095411,1095446,1094916,1095148
2020-06-02 17:45:00+09:00,1095149,1095559,1094959,1095559
2020-06-02 17:46:00+09:00,1095625,1096543,1095469,1096468
2020-06-02 17:47:00+09:00,1096388,1096603,1095813,1095934
2020-06-02 17:48:00+09:00,1095934,1096085,1095175,1095479
2020-06-02 17:49:00+09:00,1095475,1095698,1095228,1095367
2020-06-02 17:50:00+09:00,1095367,1096299,1095367,1096190
2020-06-02 17:51:00+09:00,1096190,1096627,1095911,1096041
2020-06-02 17:52:00+09:00,1095944,1096206,1095327,1095501
2020-06-02 17:53:00+09:00,1095501,1095501,1094891,1095341
2020-06-02 17:54:00+09:00,1095447,1095564,1094803,1095564
2020-06-02 17:55:00+09:00,1095564,1095602,1094887,1095332
2020-06-02 17:56:00+09:00,1095316,1095531,1095000,1095452
2020-06-02 17:57:00+09:00,1095418,1097128,1095410,1096233
2020-06-02 17:58:00+09:00,1096156,1096336,1095000,1095193
2020-06-02 17:59:00+09:00,1095193,1095413,1094827,1095353
2020-06-02 18:00:00+09:00,1095318,1095649,1094657,1095649
2020-06-02 18:01:00+09:00,1095288,1095639,1094982,1095170
2020-06-02 18:02:00+09:00,1094932,1097179,1094612,1096635
2020-06-02 18:03:00+09:00,1096487,1096723,1095867,1095947
2020-06-02 18:04:00+09:00,1095879,1096312,1095803,1096177
2020-06-02 18:05:00+09:00,1096191,1096436,1095766,1096018
2020-06-02 18:06:00+09:00,1095980,1096312,1095636,1095807
2020-06-02 18:07:00+09:00,1095822,1096345,1095778,1096197
2020-06-02 18:08:00+09:00,1096266,1096377,1095702,1095823
2020-06-02 18:09:00+09:00,1095851,1096200,1095324,1095917
2020-06-02 18:10:00+09:00,1095985,1096409,1095465,1095474
2020-06-02 18:11:00+09:00,1095474,1095574,1094979,1095022
2020-06-02 18:12:00+09:00,1095022,1095762,1094989,1095303
2020-06-02 18:13:00+09:00,1095211,1095967,1094700,1095646
2020-06-02 18:14:00+09:00,1095743,1095811,1095483,1095611
2020-06-02 18:15:00+09:00,1095571,1095571,1094812,1095047
2020-06-02 18:16:00+09:00,1095015,1095463,1094868,1095406
2020-06-02 18:17:00+09:00,1095397,1096100,1095299,1095666
2020-06-02 18:18:00+09:00,1095745,1095935,1095605,1095643
2020-06-02 18:19:00+09:00,1095538,1096545,1095501,1096183
2020-06-02 18:20:00+09:00,1096234,1096491,1096055,1096184
2020-06-02 18:21:00+09:00,1096530,1096596,1095962,1096318
2020-06-02 18:22:00+09:00,1096311,1096500,1095600,1095625
2020-06-02 18:23:00+09:00,1095600,1095985,1095357,1095694
2020-06-02 18:24:00+09:00,1095690,1095917,1095497,1095756
2020-06-02 18:25:00+09:00,1095748,1096382,1095525,1096048
2020-06-02 18:26:00+09:00,1096048,1096395,1095303,1096201
2020-06-02 18:27:00+09:00,1096213,1096658,1096110,1096482
2020-06-02 18:28:00+09:00,1096517,1096814,1095763,1096226
2020-06-02 18:29:00+09:00,1096226,1096651,1096000,1096027
2020-06-02 18:30:00+09:00,1096099,1096375,1095789,1096312
2020-06-02 18:31:00+09:00,1096313,1096367,1095830,1096132
2020-06-02 18:32:00+09:00,1096209,1096585,1096013,1096306
2020-06-02 18:33:00+09:00,1096305,1096331,1095138,1095732
2020-06-02 18:34:00+09:00,1095732,1095732,1094772,1095112
2020-06-02 18:35:00+09:00,1095075,1095412,1094944,1095297
2020-06-02 18:36:00+09:00,1095264,1095288,1094518,1095141
2020-06-02 18:37:00+09:00,1095141,1095207,1094265,1094595
2020-06-02 18:38:00+09:00,1094596,1096000,1094325,1095776
2020-06-02 18:39:00+09:00,1095794,1096548,1095512,1096356
2020-06-02 18:40:00+09:00,1096289,1096716,1096204,1096500
2020-06-02 18:41:00+09:00,1096344,1097152,1096302,1096434
2020-06-02 18:42:00+09:00,1096434,1096898,1095781,1096211
2020-06-02 18:43:00+09:00,1096276,1096320,1095437,1095638
2020-06-02 18:44:00+09:00,1095719,1096263,1095349,1095440
2020-06-02 18:45:00+09:00,1095398,1095897,1095349,1095897
2020-06-02 18:46:00+09:00,1095827,1096363,1095645,1096351
2020-06-02 18:47:00+09:00,1096315,1096469,1095949,1096198
2020-06-02 18:48:00+09:00,1096062,1096228,1095900,1096061
2020-06-02 18:49:00+09:00,1096096,1096358,1095997,1096167
2020-06-02 18:50:00+09:00,1096075,1096557,1095928,1095928
2020-06-02 18:51:00+09:00,1095950,1096237,1095800,1095800
2020-06-02 18:52:00+09:00,1095798,1095875,1095142,1095377
2020-06-02 18:53:00+09:00,1095311,1095791,1095200,1095365
2020-06-02 18:54:00+09:00,1095323,1095485,1095041,1095424
2020-06-02 18:55:00+09:00,1095426,1095632,1095065,1095091
2020-06-02 18:56:00+09:00,1095091,1095576,1094565,1095056
2020-06-02 18:57:00+09:00,1095046,1095290,1092600,1094337
2020-06-02 18:58:00+09:00,1094337,1094907,1093836,1094367
2020-06-02 18:59:00+09:00,1094369,1094510,1093975,1094252
2020-06-02 19:00:00+09:00,1094274,1094274,1093834,1093860
2020-06-02 19:01:00+09:00,1093918,1094641,1093150,1093962
2020-06-02 19:02:00+09:00,1093961,1095184,1093451,1095094
2020-06-02 19:03:00+09:00,1094991,1095615,1094755,1095042
2020-06-02 19:04:00+09:00,1095042,1095611,1094878,1095262
2020-06-02 19:05:00+09:00,1095359,1095552,1094860,1095247
2020-06-02 19:06:00+09:00,1095183,1095668,1095088,1095668
2020-06-02 19:07:00+09:00,1095668,1095747,1095082,1095729
2020-06-02 19:08:00+09:00,1095729,1095785,1095381,1095458
2020-06-02 19:09:00+09:00,1095676,1096058,1095676,1095836
2020-06-02 19:10:00+09:00,1095833,1096018,1095506,1095920
2020-06-02 19:11:00+09:00,1095904,1096231,1095733,1096128
2020-06-02 19:12:00+09:00,1096117,1096785,1095848,1096785
2020-06-02 19:13:00+09:00,1096802,1096846,1096092,1096092
2020-06-02 19:14:00+09:00,1096085,1096435,1096070,1096235
2020-06-02 19:15:00+09:00,1096315,1096481,1095953,1096033
2020-06-02 19:16:00+09:00,1096039,1096039,1095225,1095576
2020-06-02 19:17:00+09:00,1095668,1095890,1095192,1095576
2020-06-02 19:18:00+09:00,1095576,1095685,1095355,1095600
2020-06-02 19:19:00+09:00,1095600,1096000,1095205,1095633
2020-06-02 19:20:00+09:00,1095571,1096104,1095502,1095874
2020-06-02 19:21:00+09:00,1095888,1096294,1095742,1095987
2020-06-02 19:22:00+09:00,1095987,1096377,1095890,1095953
2020-06-02 19:23:00+09:00,1095953,1096083,1095344,1095939
2020-06-02 19:24:00+09:00,1095948,1096249,1095588,1095841
2020-06-02 19:25:00+09:00,1095896,1095998,1095687,1095858
2020-06-02 19:26:00+09:00,1095843,1095955,1095437,1095596
2020-06-02 19:27:00+09:00,1095596,1096102,1095455,1096007
2020-06-02 19:28:00+09:00,1095962,1096095,1095608,1095737
2020-06-02 19:29:00+09:00,1095815,1096120,1095477,1095477
2020-06-02 19:30:00+09:00,1095478,1095829,1095444,1095742
2020-06-02 19:31:00+09:00,1095732,1095732,1095074,1095374
2020-06-02 19:32:00+09:00,1095374,1095675,1095166,1095457
2020-06-02 19:33:00+09:00,1095476,1095775,1095226,1095491
2020-06-02 19:34:00+09:00,1095426,1095823,1095334,1095735
2020-06-02 19:35:00+09:00,1095731,1095997,1095483,1095785
2020-06-02 19:36:00+09:00,1095785,1096884,1095749,1096884
2020-06-02 19:37:00+09:00,1096849,1097838,1096460,1097727
2020-06-02 19:38:00+09:00,1097652,1098000,1097144,1097801
2020-06-02 19:39:00+09:00,1097892,1097895,1097548,1097783
2020-06-02 19:40:00+09:00,1097838,1098000,1097332,1097646
2020-06-02 19:41:00+09:00,1097622,1098249,1097486,1098234
2020-06-02 19:42:00+09:00,1098249,1098837,1097216,1097987
2020-06-02 19:43:00+09:00,1097986,1098614,1097759,1098438
2020-06-02 19:44:00+09:00,1098332,1098743,1098179,1098518
2020-06-02 19:45:00+09:00,1098495,1098747,1098145,1098232
2020-06-02 19:46:00+09:00,1098562,1098696,1097176,1097796
2020-06-02 19:47:00+09:00,1097951,1098081,1097159,1097787
2020-06-02 19:48:00+09:00,1097787,1098542,1097686,1098109
2020-06-02 19:49:00+09:00,1098153,1098451,1097725,1097983
2020-06-02 19:50:00+09:00,1098002,1098307,1097559,1098076
2020-06-02 19:51:00+09:00,1098163,1098945,1097996,1098807
2020-06-02 19:52:00+09:00,1098755,1098892,1098299,1098644
2020-06-02 19:53:00+09:00,1098636,1099399,1098609,1098853
2020-06-02 19:54:00+09:00,1098847,1099595,1098778,1099461
2020-06-02 19:55:00+09:00,1099461,1099864,1098279,1098279
2020-06-02 19:56:00+09:00,1098318,1099203,1098263,1098796
2020-06-02 19:57:00+09:00,1098796,1100000,1098753,1099802
2020-06-02 19:58:00+09:00,1099802,1099949,1099228,1099500
2020-06-02 19:59:00+09:00,1099438,1099513,1099060,1099397
2020-06-02 20:00:00+09:00,1099352,1100065,1099050,1099841
2020-06-02 20:01:00+09:00,1099752,1100711,1099717,1099806
2020-06-02 20:02:00+09:00,1099765,1100134,1099072,1099365
2020-06-02 20:03:00+09:00,1099332,1099716,1098971,1099035
2020-06-02 20:04:00+09:00,1099146,1099490,1098751,1099028
2020-06-02 20:05:00+09:00,1098967,1099028,1097550,1097983
2020-06-02 20:06:00+09:00,1097916,1098352,1097617,1097624
2020-06-02 20:07:00+09:00,1097673,1098223,1097600,1098215
2020-06-02 20:08:00+09:00,1098217,1098375,1097217,1097836
2020-06-02 20:09:00+09:00,1097990,1098127,1097162,1097327
2020-06-02 20:10:00+09:00,1097384,1097758,1097229,1097602
2020-06-02 20:11:00+09:00,1097602,1097752,1096605,1096840
2020-06-02 20:12:00+09:00,1096840,1097000,1096269,1096457
2020-06-02 20:13:00+09:00,1096457,1096843,1096195,1096843
2020-06-02 20:14:00+09:00,1096843,1097150,1096594,1096788
2020-06-02 20:15:00+09:00,1096787,1096999,1096201,1096764
2020-06-02 20:16:00+09:00,1096692,1096861,1096143,1096519
2020-06-02 20:17:00+09:00,1096420,1096995,1096371,1096539
2020-06-02 20:18:00+09:00,1096538,1097109,1096480,1096706
2020-06-02 20:19:00+09:00,1096633,1097234,1096618,1096650
2020-06-02 20:20:00+09:00,1096701,1097500,1096701,1097500
2020-06-02 20:21:00+09:00,1097500,1097644,1096662,1096662
2020-06-02 20:22:00+09:00,1096643,1096764,1096096,1096450
2020-06-02 20:23:00+09:00,1096360,1097082,1096261,1096542
2020-06-02 20:24:00+09:00,1096399,1097175,1096364,1097050
2020-06-02 20:25:00+09:00,1097050,1097386,1096895,1097169
2020-06-02 20:26:00+09:00,1097155,1097253,1096815,1097061
2020-06-02 20:27:00+09:00,1097061,1097253,1096825,1097094
